486,9666.83
509,9543.77
3,302.0
471,9764.65
482,9460.85
60,8235.46
110,8406.46
331,11857.0
274,10227.41
29,296.99
362,12644.3
185,8943.91
26,296.99
7,298.0
181,8994.06
485,9595.6
108,8233.76
37,7808.59
157,8731.88
490,9779.6
118,8542.5
114,8485.42
271,9932.13
175,9089.62
208,9103.93
203,8816.49
144,8790.41
194,9221.08
454,9554.38
397,13239.0
425,12987.49
494,10531.87
340,12372.48
514,9561.0
141,8701.56
381,13359.88
67,8222.64
488,9833.9
168,8687.6
188,9093.42
511,10033.5
392,14761.78
237,8727.52
193,9290.6
81,8294.24
109,8441.29
457,10118.36
145,8643.5
92,7768.62
152,8642.17
244,8564.05
411,16720.23
502,8270.23
83,8077.41
103,8597.09
165,8970.12
163,8421.67
199,8938.54
255,9117.26
74,8175.0
321,11144.29
238,8897.73
493,10378.95
119,8565.16
498,13681.83
311,11889.04
266,8761.59
369,11568.27
418,12204.25
489,9918.0
304,12816.2
438,279.0
503,9637.66
400,10672.44
332,13042.59
465,12651.25
36,7323.0
196,8811.61
139,8704.85
380,12836.04
262,9591.05
296,12370.52
297,12776.2
59,8247.29
111,8278.38
275,10572.84
268,9345.01
376,13608.65
150,8599.86
398,13941.45
38,8040.54
383,11841.53
198,9444.8
449,9326.82
146,8503.96
410,15131.55
147,8646.89
470,9549.75
298,12829.93
123,8435.73
384,12458.03
96,8878.61
143,8655.32
239,8864.0
284,9894.05
97,8582.62
365,16126.4
122,8194.53
183,9257.54
202,9133.64
246,9162.57
318,12134.0
310,11564.94
415,12991.5
312,11931.99
414,13492.88
420,10307.21
125,8943.1
460,12744.51
223,8530.74
437,9124.52
219,8746.73
129,8767.37
439,276.0
404,13353.0
341,13465.57
394,9753.12
302,11919.0
370,13243.86
314,13371.17
294,11125.96
382,12129.14
353,12404.46
112,8300.71
179,8815.62
320,12071.59
352,11486.28
399,12132.25
506,12573.81
375,13153.16
233,9476.36
468,9228.81
324,13682.14
164,8742.65
136,8630.17
197,9212.86
258,9792.87
232,8621.39
115,8540.69
120,8033.44
473,11873.83
224,8429.08
421,8814.35
426,8967.02
127,8139.81
285,10024.66
447,9491.64
107,8432.01
386,11932.26
338,12225.56
133,9039.57
408,9560.7
44,7574.83
483,274.0
65,8252.55
283,9818.65
85,8051.86
242,8913.38
186,8861.45
432,9057.69
159,8332.41
12,299.0
35,289.0
28,296.99
170,8884.72
142,8948.87
417,14065.05
355,11975.0
221,9283.55
95,8440.97
51,8352.66
240,9346.65
388,12564.72
351,12809.28
396,12963.0
178,8787.32
41,6443.9
456,9649.38
405,9737.32
206,9215.64
282,9840.49
358,13797.36
254,9559.6
431,8783.61
4,295.0
256,9465.71
469,9402.78
100,8283.19
226,9110.55
446,9716.85
213,8767.22
441,9776.19
171,9179.7
98,8602.36
292,9793.52
215,9081.64
61,8112.59
47,8576.1
32,299.0
267,8408.92
327,12229.0
200,9220.1
467,9130.81
27,296.99
407,12340.27
230,8554.64
260,9636.7
378,13631.01
288,8891.56
162,8506.0
391,10313.26
444,10586.57
138,8618.4
62,8142.39
135,8755.39
128,8546.67
501,9424.81
8,300.0
326,12397.66
487,10715.86
64,8215.4
300,11796.0
14,294.1
156,8704.7
40,7277.18
379,16666.86
481,9368.06
422,9559.99
216,9628.15
409,14133.0
279,10117.4
455,10039.37
451,10108.68
337,12017.16
236,8948.61
207,8879.39
212,9098.85
295,11282.3
478,8405.53
251,9915.76
513,9523.45
479,8447.9
303,12380.51
350,12158.03
269,8907.38
201,9277.79
161,8574.71
43,7478.83
217,8667.5
401,11312.17
190,9029.99
309,11812.0
259,9578.0
105,8436.9
53,8347.37
389,12083.0
1,301.0
462,9294.86
507,12489.94
49,8496.54
419,14001.5
80,8557.64
205,8995.23
34,297.0
430,9129.1
263,10001.66
427,8905.78
495,12356.85
366,13096.11
91,8665.5
339,11246.28
497,13641.84
52,8327.69
345,12417.56
264,9481.35
241,9447.67
13,290.0
315,12080.07
88,8442.25
387,13772.58
273,9738.0
166,8421.66
328,12173.57
516,10137.42
134,8713.53
306,12844.92
505,12744.51
319,11999.03
243,9386.53
54,8253.03
363,14308.05
50,8141.79
477,13597.54
174,9200.23
445,10797.9
189,8765.41
519,9393.54
463,9483.38
187,9039.96
475,12678.24
169,9380.42
58,7835.0
474,11930.79
48,8349.09
344,15535.62
235,8700.5
252,10120.05
21,287.0
313,12776.99
459,9476.38
160,8453.52
276,9719.6
443,10312.29
191,9077.11
385,13319.45
293,8979.38
413,13620.0
491,273.0
343,13333.92
257,9579.48
308,12344.71
149,8630.81
130,7927.48
151,8599.59
359,12115.14
99,8690.21
372,16060.26
87,8237.0
458,10323.35
330,13378.0
214,9032.71
466,283.0
121,8170.75
20,286.98
71,8016.76
106,8363.19
270,9567.53
435,9502.49
102,8540.86
