Z
0,295.0
1,301.0
2,299.0
4,295.0
5,298.0
6,296.0
7,298.0
8,300.0
9,286.0
10,300.99
11,296.0
12,299.0
13,290.0
14,294.1
15,281.9
16,298.7
17,306.0
20,286.98
23,300.0
36,7323.0
37,7808.59
38,8040.54
40,7277.18
41,6443.9
42,6498.0
43,7478.83
44,7574.83
45,7307.0
46,8260.64
48,8349.09
49,8496.54
51,8352.66
52,8327.69
53,8347.37
55,8173.44
56,8222.56
58,7835.0
61,8112.59
71,8016.76
73,8266.77
74,8175.0
76,8411.92
77,9258.2
78,7982.89
79,8410.69
80,8557.64
82,7904.17
83,8077.41
85,8051.86
86,8097.75
87,8237.0
88,8442.25
89,8603.71
90,8182.41
91,8665.5
93,8019.15
94,8294.8
95,8440.97
98,8602.36
99,8690.21
101,8596.44
102,8540.86
103,8597.09
105,8436.9
106,8363.19
108,8233.76
111,8278.38
121,8170.75
123,8435.73
124,8326.0
125,8943.1
126,9487.17
127,8139.81
128,8546.67
129,8767.37
132,8075.14
133,9039.57
134,8713.53
135,8755.39
136,8630.17
138,8618.4
139,8704.85
141,8701.56
142,8948.87
144,8790.41
146,8503.96
149,8630.81
158,8428.75
161,8574.71
162,8506.0
163,8421.67
164,8742.65
165,8970.12
169,9380.42
171,9179.7
172,9183.17
173,9450.23
175,9089.62
176,9065.11
177,8791.39
178,8787.32
179,8815.62
183,9257.54
192,9428.22
193,9290.6
194,9221.08
195,8791.95
196,8811.61
198,9444.8
200,9220.1
201,9277.79
202,9133.64
203,8816.49
208,9103.93
216,9628.15
218,8645.56
219,8746.73
220,8818.0
221,9283.55
222,9360.56
224,8429.08
225,9400.0
226,9110.55
227,9325.54
228,9352.04
229,9259.33
233,9476.36
234,9700.15
236,8948.61
237,8727.52
238,8897.73
239,8864.0
240,9346.65
241,9447.67
242,8913.38
243,9386.53
244,8564.05
245,9124.55
247,8790.03
248,9814.17
249,9563.0
250,9662.0
251,9915.76
252,10120.05
254,9559.6
255,9117.26
256,9465.71
257,9579.48
258,9792.87
259,9578.0
260,9636.7
261,9640.54
262,9591.05
263,10001.66
264,9481.35
265,9730.12
270,9567.53
271,9932.13
272,9947.0
273,9738.0
274,10227.41
275,10572.84
276,9719.6
277,9202.2
278,9491.71
279,10117.4
280,10011.53
281,9611.0
282,9840.49
283,9818.65
284,9894.05
285,10024.66
286,9491.35
287,10080.73
291,8934.01
292,9793.52
294,11125.96
295,11282.3
296,12370.52
297,12776.2
298,12829.93
299,12341.71
300,11796.0
301,12319.51
302,11919.0
303,12380.51
304,12816.2
305,11730.58
306,12844.92
307,12869.11
308,12344.71
309,11812.0
310,11564.94
311,11889.04
312,11931.99
313,12776.99
314,13371.17
315,12080.07
316,12978.0
317,13259.97
318,12134.0
319,11999.03
320,12071.59
321,11144.29
322,11831.0
323,12891.83
324,13682.14
325,13227.0
326,12397.66
327,12229.0
328,12173.57
329,13042.81
330,13378.0
331,11857.0
332,13042.59
333,13922.1
334,12400.56
335,13448.88
336,12420.64
337,12017.16
338,12225.56
339,11246.28
340,12372.48
341,13465.57
342,11916.0
343,13333.92
344,15535.62
345,12417.56
346,14694.66
347,12586.46
348,12073.15
349,11831.51
350,12158.03
351,12809.28
352,11486.28
353,12404.46
354,12213.87
355,11975.0
356,15843.41
357,12811.55
358,13797.36
359,12115.14
360,12199.03
361,12908.04
362,12644.3
363,14308.05
364,13353.86
365,16126.4
366,13096.11
367,12382.03
368,12999.74
369,11568.27
370,13243.86
371,12413.77
372,16060.26
373,16576.97
374,13249.94
375,13153.16
376,13608.65
377,12283.0
378,13631.01
379,16666.86
380,12836.04
381,13359.88
382,12129.14
383,11841.53
384,12458.03
385,13319.45
386,11932.26
387,13772.58
388,12564.72
389,12083.0
390,16997.63
391,10313.26
392,14761.78
393,13722.04
395,9767.86
396,12963.0
397,13239.0
398,13941.45
399,12132.25
400,10672.44
401,11312.17
453,9793.38
454,9554.38
455,10039.37
456,9649.38
457,10118.36
458,10323.35
459,9476.38
460,12744.51
461,13721.82
467,9130.81
468,9228.81
469,9402.78
470,9549.75
471,9764.65
472,9939.55
473,11873.83
474,11930.79
475,12678.24
476,12931.06
477,13597.54
483,274.0
487,10715.86
488,9833.9
489,9918.0
490,9779.6
491,273.0
492,10217.24
493,10378.95
494,10531.87
495,12356.85
496,13620.84
497,13641.84
498,13681.83
505,12744.51
506,12573.81
507,12489.94
508,13681.83
