X,Y,Z,TWT auto,MD,Type,Surface,Well,Interpreter,Used by dep.conv.,Used by geo mod,Zone log,Edited by user,Symbol,Locked to fault
431447.19,6380129.91,12173.57,3194.35,12254.0,Horizon,Sola Fm,22/15-1,jnasseri,True,True,19.0,False,0,0
409640.6,6398263.16,13042.81,3208.74,13130.0,Horizon,Valhall Fm,22/8a-3,jnasseri,True,True,20.0,False,0,0
416304.98,6404573.35,13378.0,3300.58,13461.0,Horizon,Valhall Fm,22/8a-2,jnasseri,True,True,20.0,False,0,0
426909.76,6392021.43,11857.0,3104.36,11939.0,Horizon,Valhall Fm,22/14a-2,jnasseri,True,True,20.0,False,0,0
424555.89,6370284.6,13042.59,3341.76,13130.0,Horizon,Valhall Fm,22/19-2,jnasseri,True,True,20.0,False,0,0
434442.65,6370377.3,13922.1,3525.17,14006.0,Horizon,Valhall Fm,22/20-1,jnasseri,True,True,20.0,False,0,0
423268.16,6389776.8,12400.56,3184.32,12507.0,Horizon,Valhall Fm,22/14a-7,jnasseri,True,True,20.0,False,0,0
420160.96,6405004.87,13448.88,3351.64,13587.0,Horizon,Valhall Fm,22/9-5,jnasseri,True,True,20.0,False,0,0
410598.32,6386031.17,12420.64,3244.83,12661.0,Horizon,Valhall Fm,22/13b-3,jnasseri,True,True,20.0,False,0,0
420422.23,6381538.22,12017.16,3155.92,12103.0,Horizon,Valhall Fm,22/14b-4,jnasseri,True,True,20.0,False,0,0
431446.89,6380129.95,12225.56,3203.72,12306.0,Horizon,Valhall Fm,22/15-1,jnasseri,True,True,20.0,False,0,0
432130.84,6388342.72,11246.28,3027.7,11345.0,Horizon,Valhall Fm,22/15-2,jnasseri,True,True,20.0,False,0,0
408608.33,6389656.79,12372.48,3267.88,12520.0,Horizon,Valhall Fm,22/13b-5,jnasseri,True,True,20.0,False,0,0
409638.77,6398259.17,13465.57,3276.69,13553.0,Horizon,Kimm Clay Fm,22/8a-3,jnasseri,True,True,22.0,False,0,0
426909.76,6392021.43,11916.0,3113.22,11998.0,Horizon,Kimm Clay Fm,22/14a-2,jnasseri,True,True,22.0,False,0,0
424555.69,6370290.6,13333.92,3392.81,13422.0,Horizon,Kimm Clay Fm,22/19-2,jnasseri,True,True,22.0,False,0,0
434436.57,6370381.05,15535.62,3810.93,15620.0,Horizon,Kimm Clay Fm,22/20-1,jnasseri,True,True,22.0,False,0,0
423268.12,6389776.76,12417.56,3187.76,12524.0,Horizon,Kimm Clay Fm,22/14a-7,jnasseri,True,True,22.0,False,0,0
420147.27,6404995.53,14694.66,3596.97,14834.0,Horizon,Kimm Clay Fm,22/9-5,jnasseri,True,True,22.0,False,0,0
410596.19,6386030.14,12586.46,3274.96,12827.0,Horizon,Kimm Clay Fm,22/13b-3,jnasseri,True,True,22.0,False,0,0
420422.48,6381538.04,12073.15,3164.9,12159.0,Horizon,Kimm Clay Fm,22/14b-4,jnasseri,True,True,22.0,False,0,0
422020.23,6378851.96,11831.51,3142.42,12365.0,Horizon,Kimm Clay Fm,22/14b-3,jnasseri,True,True,22.0,False,0,0
414062.85,6375625.97,12158.03,3181.96,12250.0,Horizon,Kimm Clay Fm,22/13b-9,jnasseri,True,True,22.0,False,0,0
431442.0,6380129.1,12809.28,3313.71,12890.0,Horizon,Kimm Clay Fm,22/15-1,jnasseri,True,True,22.0,False,0,0
432130.58,6388342.14,11486.28,3067.49,11585.0,Horizon,Kimm Clay Fm,22/15-2,jnasseri,True,True,22.0,False,0,0
408608.16,6389657.09,12404.46,3272.66,12552.0,Horizon,Kimm Clay Fm,22/13b-5,jnasseri,True,True,22.0,False,0,0
417735.43,6385534.96,12213.87,3166.33,12549.0,Horizon,Kimm Clay Fm,22/14b-5,jnasseri,True,True,22.0,False,0,0
426909.76,6392021.43,11975.0,3126.62,12057.0,Horizon,Heather Fm,22/14a-2,jnasseri,True,True,24.0,False,0,0
434434.55,6370383.83,15843.41,3883.47,15928.0,Horizon,Heather Fm,22/20-1,jnasseri,True,True,24.0,False,0,0
423267.47,6389776.23,12811.55,3263.77,12918.0,Horizon,Heather Fm,22/14a-7,jnasseri,True,True,24.0,False,0,0
409637.88,6398255.76,13797.36,3350.61,13885.0,Horizon,Heather Fm,22/8a-3,jnasseri,True,True,24.0,False,0,0
420422.67,6381537.9,12115.14,3173.63,12201.0,Horizon,Heather Fm,22/14b-4,jnasseri,True,True,24.0,False,0,0
414062.9,6375625.96,12199.03,3192.05,12291.0,Horizon,Heather Fm,22/13b-9,jnasseri,True,True,24.0,False,0,0
431440.0,6380128.44,12908.04,3338.85,12989.0,Horizon,Heather Fm,22/15-1,jnasseri,True,True,24.0,False,0,0
408606.9,6389659.48,12644.3,3320.07,12792.0,Horizon,Heather Fm,22/13b-5,jnasseri,True,True,24.0,False,0,0
409636.52,6398250.49,14308.05,3453.92,14396.0,Horizon,Fulmar Fm,22/8a-3,jnasseri,True,True,25.0,False,0,0
424555.67,6370291.07,13353.86,3396.73,13442.0,Horizon,Fulmar Fm,22/19-2,jnasseri,True,True,25.0,False,0,0
420127.35,6404981.67,16126.4,3913.94,16268.0,Horizon,Fulmar Fm,22/9-5,jnasseri,True,True,25.0,False,0,0
410584.49,6386035.78,13096.11,3384.08,13339.0,Horizon,Fulmar Fm,22/13b-3,jnasseri,True,True,25.0,False,0,0
414063.13,6375625.85,12382.03,3228.9,12474.0,Horizon,Fulmar Fm,22/13b-9,jnasseri,True,True,25.0,False,0,0
431437.91,6380127.56,12999.74,3359.48,13081.0,Horizon,Fulmar Fm,22/15-1,jnasseri,True,True,25.0,False,0,0
432130.49,6388341.94,11568.27,3085.7,11667.0,Horizon,Fulmar Fm,22/15-2,jnasseri,True,True,25.0,False,0,0
408603.47,6389665.58,13243.86,3436.3,13392.0,Horizon,Fulmar Fm,22/13b-5,jnasseri,True,True,25.0,False,0,0
417737.26,6385534.63,12413.77,3203.6,12749.0,Horizon,Fulmar Fm,22/14b-5,jnasseri,True,True,25.0,False,0,0
434433.13,6370385.8,16060.26,3917.34,16145.0,Horizon,Pentland,22/20-1,jnasseri,True,True,26.0,False,0,0
420118.63,6404975.16,16576.97,3987.53,16720.0,Horizon,Pentland,22/9-5,jnasseri,True,True,26.0,False,0,0
410579.18,6386041.62,13249.94,3410.57,13495.0,Horizon,Pentland,22/13b-3,jnasseri,True,True,26.0,False,0,0
431434.17,6380126.0,13153.16,3383.26,13235.0,Horizon,Pentland,22/15-1,jnasseri,True,True,26.0,False,0,0
408601.78,6389668.89,13608.65,3495.59,13757.0,Horizon,Pentland,22/13b-5,jnasseri,True,True,26.0,False,0,0
422230.79,6386254.73,12283.0,3154.25,12364.0,Horizon,Hegre Gr,22/14-1,jnasseri,True,True,27.0,False,0,0
424555.12,6370297.65,13631.01,3445.99,13720.0,Horizon,Skagerrak Fm,22/19-2,jnasseri,True,True,28.0,False,0,0
434429.16,6370391.29,16666.86,3994.9,16752.0,Horizon,Skagerrak Fm,22/20-1,jnasseri,True,True,28.0,False,0,0
423267.41,6389776.18,12836.04,3268.06,12942.5,Horizon,Skagerrak Fm,22/14a-7,jnasseri,True,True,28.0,False,0,0
410574.8,6386046.43,13359.88,3428.09,13607.0,Horizon,Skagerrak Fm,22/13b-3,jnasseri,True,True,28.0,False,0,0
420422.73,6381537.86,12129.14,3176.32,12215.0,Horizon,Skagerrak Fm,22/14b-4,jnasseri,True,True,28.0,False,0,0
422018.32,6378851.32,11841.53,3144.32,12377.0,Horizon,Skagerrak Fm,22/14b-3,jnasseri,True,True,28.0,False,0,0
414063.25,6375625.76,12458.03,3240.23,12550.0,Horizon,Skagerrak Fm,22/13b-9,jnasseri,True,True,28.0,False,0,0
431429.75,6380124.45,13319.45,3410.84,13402.0,Horizon,Skagerrak Fm,22/15-1,jnasseri,True,True,28.0,False,0,0
432130.09,6388341.06,11932.26,3144.14,12031.0,Horizon,Skagerrak Fm,22/15-2,jnasseri,True,True,28.0,False,0,0
408601.21,6389670.24,13772.58,3523.86,13921.0,Horizon,Skagerrak Fm,22/13b-5,jnasseri,True,True,28.0,False,0,0
417738.49,6385534.38,12564.72,3230.02,12900.0,Horizon,Skagerrak Fm,22/14b-5,jnasseri,True,True,28.0,False,0,0
426909.76,6392021.43,12083.0,3149.85,12165.0,Horizon,Smith Bank Fm,22/14a-2,jnasseri,True,True,29.0,False,0,0
434427.0,6370394.28,16997.63,4046.3,17083.0,Horizon,Smith Bank Fm,22/20-1,jnasseri,True,True,29.0,False,0,0
428277.76,6396979.96,10313.26,2914.17,10427.0,Horizon,Smith Bank Fm,22/9-1,jnasseri,True,True,29.0,False,0,0
409635.31,6398245.82,14761.78,3523.34,14850.0,Horizon,Smith Bank Fm,22/8a-3,jnasseri,True,True,29.0,False,0,0
431421.3,6380118.88,13722.04,3475.57,13806.0,Horizon,Smith Bank Fm,22/15-1,jnasseri,True,True,29.0,False,0,0
429462.29,6407608.98,9767.86,2807.76,9846.0,Horizon,Smith Bank Fm,22/10a-2,jnasseri,True,True,29.0,False,0,0
426909.76,6392021.43,12963.0,3289.22,13045.0,Horizon,Zechtein,22/14a-2,jnasseri,True,True,30.0,False,0,0
422230.79,6386254.73,13239.0,3314.6,13320.0,Horizon,Zechtein,22/14-1,jnasseri,True,True,30.0,False,0,0
431418.4,6380114.95,13941.45,3510.31,14026.0,Horizon,Zechtein,22/15-1,jnasseri,True,True,30.0,False,0,0
432129.87,6388340.58,12132.25,3173.17,12231.0,Horizon,Zechtein,22/15-2,jnasseri,True,True,30.0,False,0,0
429468.98,6407613.64,10672.44,2964.07,10751.0,Horizon,Zechtein,22/10a-2,jnasseri,True,True,30.0,False,0,0
429470.85,6407618.83,11312.17,3072.94,11391.0,Horizon,Buchan Fm,22/10a-2,jnasseri,True,True,32.0,False,0,0
450801.75,6345824.47,9793.38,2976.1,10028.0,Horizon,Lista Fm,23/21-6Z,jnasseri,True,True,8.0,False,0,0
450801.76,6345824.13,9554.38,2935.07,9789.0,Horizon,Sele Fm,23/21-6Z,jnasseri,True,True,4.0,False,0,0
450801.86,6345825.11,10039.37,3024.3,10274.0,Horizon,Mey Sst Mb,23/21-6Z,jnasseri,True,True,10.0,False,0,0
450801.73,6345824.24,9649.38,2952.08,9884.0,Horizon,Top Forties,23/21-6Z,jnasseri,True,True,5.0,False,0,0
450801.91,6345825.32,10118.36,3037.77,10353.0,Horizon,Maureen Fm,23/21-6Z,jnasseri,True,True,11.0,False,0,0
450801.87,6345825.99,10323.35,3074.01,10558.0,Horizon,Top Chalk/Ekofisk Fm,23/21-6Z,jnasseri,True,True,12.0,False,0,0
450801.8,6345824.07,9476.38,2915.57,9711.0,Horizon,Balder Fm,23/21-6Z,jnasseri,True,True,2.0,False,0,0
450777.76,6345825.26,12744.51,3367.08,12981.0,Horizon,Fulmar Fm,23/21-6Z,jnasseri,True,True,25.0,False,0,0
450756.0,6345823.03,13721.82,3515.86,13961.0,Horizon,Skagerrak Fm,23/21-6Z,jnasseri,True,True,28.0,False,0,0
448203.53,6358066.76,9130.81,2801.17,9216.0,Horizon,Balder Fm,23/16a-2,jnasseri,True,True,2.0,False,0,0
448203.3,6358066.53,9228.81,2830.57,9314.0,Horizon,Sele Fm,23/16a-2,jnasseri,True,True,4.0,False,0,0
448203.05,6358065.74,9402.78,2870.34,9488.0,Horizon,Top Forties Sst,23/16a-2,jnasseri,True,True,6.0,False,0,0
448202.8,6358064.78,9549.75,2912.38,9635.0,Horizon,Andrew Mb,23/16a-2,jnasseri,True,True,9.0,False,0,0
448202.03,6358062.97,9764.65,2945.39,9850.0,Horizon,Maureen Fm,23/16a-2,jnasseri,True,True,11.0,False,0,0
448201.23,6358061.34,9939.55,2974.18,10025.0,Horizon,Top Chalk/Ekofisk Fm,23/16a-2,jnasseri,True,True,12.0,False,0,0
448195.48,6358046.86,11873.83,3210.78,11960.0,Horizon,Rodby Fm,23/16a-2,jnasseri,True,True,18.0,False,0,0
448195.4,6358046.17,11930.79,3219.58,12017.0,Horizon,Valhall Fm,23/16a-2,jnasseri,True,True,20.0,False,0,0
448194.97,6358037.83,12678.24,3348.32,12765.0,Horizon,Kimm Clay Fm,23/16a-2,jnasseri,True,True,22.0,False,0,0
448197.28,6358036.01,12931.06,3408.92,13018.0,Horizon,Skagerrak Fm,23/16a-2,jnasseri,True,True,28.0,False,0,0
448203.77,6358031.36,13597.54,3513.33,13685.0,Horizon,Smith Bank Fm,23/16a-2,jnasseri,True,True,29.0,False,0,0
448212.49,6358058.85,274.0,94.88,359.0,Horizon,Seabed,23/16a-2,jnasseri,True,True,0.0,False,0,0
451909.22,6342074.76,10715.86,3176.96,10995.0,Horizon,Top Chalk/Ekofisk Fm,23/22b-6Z,jnasseri,True,True,12.0,False,0,0
451922.93,6342086.47,9833.9,3019.15,10110.0,Horizon,Sele Fm,23/22b-6Z,jnasseri,True,True,4.0,False,0,0
451920.42,6342083.69,9918.0,3036.93,10195.0,Horizon,Top Forties,23/22b-6Z,jnasseri,True,True,5.0,False,0,0
451924.78,6342088.39,9779.6,3007.99,10055.0,Horizon,Balder Fm,23/22b-6Z,jnasseri,True,True,2.0,False,0,0
452168.3,6342264.18,273.0,152.31,415.0,Horizon,Seabed,23/22b-6Z,jnasseri,True,True,0.0,False,0,0
451913.51,6342076.82,10217.24,3088.76,10496.0,Horizon,Lista Fm,23/22b-6Z,jnasseri,True,True,8.0,False,0,0
451910.95,6342075.44,10378.95,3119.83,10658.0,Horizon,Mey Sst Mb,23/22b-6Z,jnasseri,True,True,10.0,False,0,0
451909.54,6342074.95,10531.87,3147.25,10811.0,Horizon,Maureen Fm,23/22b-6Z,jnasseri,True,True,11.0,False,0,0
451909.03,6342075.66,12356.85,3374.05,12636.0,Horizon,Mackerel Fm,23/22b-6Z,jnasseri,True,True,14.0,False,0,0
451908.99,6342076.96,13620.84,3530.44,13900.0,Horizon,Rodby Fm,23/22b-6Z,jnasseri,True,True,18.0,False,0,0
451909.0,6342077.06,13641.84,3533.55,13921.0,Horizon,Valhall Fm,23/22b-6Z,jnasseri,True,True,20.0,False,0,0
451909.04,6342077.3,13681.83,3539.6,13961.0,Horizon,Judy Sst,23/22b-6Z,jnasseri,True,True,23.0,False,0,0
450777.76,6345825.26,12744.51,3367.08,12981.0,Horizon,BCU,23/21-6Z,jnasseri,True,True,21.0,False,0,0
450780.78,6345825.83,12573.81,3341.27,12810.0,Horizon,Valhall Fm,23/21-6Z,jnasseri,True,True,20.0,False,0,0
450782.18,6345826.09,12489.94,3330.59,12726.0,Horizon,Rodby Fm,23/21-6Z,jnasseri,True,True,18.0,False,0,0
451909.04,6342077.3,13681.83,3539.6,13961.0,Horizon,BCU,23/22b-6Z,jnasseri,True,True,21.0,False,0,0
